t,x
5.997,6.12
6.031,7.437
6.064,8.606
6.097,9.482
6.13,10.13
6.164,10.53
6.197,10.63
6.23,10.57
6.264,10.15
6.297,9.522
6.33,8.747
6.364,7.582
6.397,6.099
6.43,4.556
6.464,2.913
6.497,1.066
6.53,-0.732
6.564,-2.548
6.597,-4.26
6.63,-5.802
6.664,-7.163
6.697,-8.098
6.73,-8.768
6.764,-9.582
6.797,-10.04
6.83,-10.08
6.864,-9.834
6.897,-8.894
6.93,-8.307
6.963,-7.264
6.997,-5.968
7.03,-4.506
7.063,-2.818
7.097,-1.042
7.13,0.795
7.164,2.509
7.197,4.281
7.23,5.873
7.263,7.349
7.297,8.584
7.33,9.525
7.363,10.28
7.397,9.086
7.43,9.358
7.463,9.275
7.497,8.854
7.53,8.166
7.563,9.062
7.597,7.917
7.63,6.558
7.663,5.051
7.697,3.36
7.73,1.633
7.763,-0.249
7.797,-1.982
7.863,-5.089
7.896,-6.467
7.93,-7.662
7.963,-8.642
7.997,-10.65
8.03,-11
8.063,-11.04
8.096,-10.85
8.13,-10.42
8.163,-9.666
8.196,-8.704
8.23,-5.928
8.263,-4.425
8.296,-2.775
8.33,-1.023
8.363,0.751
8.396,2.508
8.43,4.26
8.463,4.261
8.496,5.431
8.53,6.788
8.563,7.893
8.596,8.647
8.63,9.127
8.663,9.418
8.696,9.377
8.73,8.814
8.763,8.187
8.796,7.081
8.829,6.037
8.863,4.783
8.896,4.513
8.929,2.8
8.963,1.046
8.996,-0.708
9.029,-1.815
9.063,-3.569
9.096,-5.153
9.13,-6.535
9.163,-7.726
9.196,-8.997
9.229,-9.371
9.263,-9.747
9.296,-9.833
9.329,-9.687
9.363,-9.226
9.397,-8.559
9.429,-7.539
9.463,-6.283
9.496,-4.947
9.53,-5.427
9.563,-3.464
9.596,-3.93E-02
9.63,1.589
9.662,3.323
9.696,5.39
9.729,6.393
9.762,6.224
9.796,9.023
9.829,8.355
9.862,8.793
9.896,9.253
9.929,10.9
9.962,10.67
9.996,10.19
10.029,9.273
10.062,8.187
10.096,6.914
10.129,3.843
10.162,2.257
10.196,0.629
10.229,-1.292
10.262,-3.046
10.296,-4.696
10.329,-6.053
10.362,-7.368
10.396,-8.58
10.429,-9.853
10.462,-10.61
10.496,-11.11
10.529,-10.08
10.563,-11.38
10.595,-9.663
10.629,-8.997
10.663,-8.663
10.696,-7.724
10.729,-6.701
10.762,-4.425
10.795,-3.109
10.829,-1.041
10.862,0.858
10.895,2.591
10.929,3.426
10.962,4.617
10.996,7.832
11.029,8.709
11.062,9.398
11.095,9.963
11.129,10.32
11.162,10.4
11.195,10.21
11.229,9.9
11.262,9.169
11.295,8.228
11.329,7.059
11.362,5.577
11.395,3.989
11.429,2.298
11.462,0.544
11.495,-1.249
11.528,-2.961
11.562,-4.612
11.596,-6.012
11.629,-7.264
11.662,-8.391
11.695,-8.664
11.729,-10.79
11.762,-11.02
11.795,-10.92
11.828,-10.46
11.862,-8.474
11.895,-7.579
11.928,-6.428
11.962,-5.154
11.995,-3.65
12.028,-2.001
12.062,-0.206
12.095,1.484
12.128,3.26
12.162,4.911
12.195,4.888
12.228,6.246
12.262,7.498
12.295,8.397
12.328,9.19
12.361,9.503
12.395,9.754
12.428,9.587
12.461,8.354
12.495,9.041
12.528,6.663
12.561,5.41
12.595,4.054
12.628,2.632
12.661,0.942
12.695,-0.791
12.728,-2.774
12.761,-2.754
12.795,-5.719
12.828,-5.51
12.861,-6.888
12.895,-9.435
12.928,-10.27
12.961,-10.81
12.995,-11.19
13.028,-11.15
13.061,-10.94
13.094,-10.44
13.128,-9.603
13.161,-8.58
13.194,-7.286
13.228,-5.802
13.261,-4.153
13.294,-0.624
13.328,1.109
13.361,1.109
13.394,2.78
13.428,4.095
13.461,5.89
13.494,7.144
13.528,9.294
13.561,10.02
13.594,10.42
13.628,10.25
13.661,10.23
13.694,9.816
13.728,7.833
13.761,7.309
13.794,6.1
13.827,6.141
13.861,2.591
13.894,1.485
13.928,1.359
13.961,-2.482
13.994,-2.399
14.127,-7.556
14.161,-8.329
14.194,-8.893
14.227,-9.206
14.261,-9.289
14.294,-9.498
14.327,-8.996
14.361,-7.952
14.394,-7.055
14.427,-7.431
14.461,-5.927
14.494,-4.403
14.527,-2.691
14.561,-0.938
14.594,0.816
14.627,2.485
14.66,4.096
14.694,5.388
14.727,6.309
14.761,7.267
14.794,8.731
14.827,9.253
14.861,8.981
14.894,8.939
14.927,8.503
14.96,7.916
14.994,7.06
15.027,5.995
15.06,4.742
15.094,3.343
15.127,1.902
15.16,0.274
15.194,-1.981
15.227,-3.443
15.26,-4.175
15.294,-5.302
15.327,-6.597
15.36,-7.743
15.394,-8.58
15.427,-9.162
15.46,-9.518
15.494,-9.598
15.527,-9.269
15.56,-8.788
15.594,-8.183
15.627,-7.201
15.66,-6.032
15.694,-6.491
15.727,-4.925
15.76,-1.689
15.793,-3.93E-02
15.827,2.236
15.86,3.844
15.893,5.515
15.927,6.955
15.96,8.187
15.993,9.169
16.029,8.102
16.06,9.921
16.093,10.19
16.127,9.023
16.16,8.627
16.193,8.104
16.227,7.31
16.261,6.162
16.293,4.595
16.327,3.613
16.36,2.529
16.393,0.9
16.427,-0.916
16.46,-2.713
16.493,-4.028
16.527,-5.428
16.56,-7.62
16.593,-7.869
16.627,-8.726
16.66,-9.331
16.693,-9.707
16.726,-9.373
16.76,-9.249
16.793,-8.872
16.827,-8.579
16.86,-7.306
16.894,-6.095
16.927,-6.66
16.96,-5.134
16.993,-3.442
17.027,-1.709
17.061,4.40E-02
17.093,1.757
17.126,3.385
17.16,4.825
17.193,5.933
17.226,6.998
17.26,7.77
17.293,8.772
17.326,9.043
17.36,8.898
17.394,8.709
17.426,8.02
17.46,7.54
17.493,6.725
17.526,5.473
17.56,4.324
17.593,2.718
17.626,0.607
17.659,-1.105
17.693,-2.504
17.727,-4.237
17.759,-5.823
17.793,-7.389
17.826,-8.559
17.859,-9.54
17.893,-10.25
17.926,-10.38
17.959,-10.48
17.993,-10.44
18.026,-10.15
18.06,-9.603
18.093,-8.496
18.126,-6.491
18.159,-4.842
18.192,-3.652
18.228,-2.086
18.259,-1.836
18.292,1.254
18.326,2.926
18.359,3.03
18.392,4.387
18.459,6.538
18.492,8.208
18.526,9.879
18.559,10.3
18.592,10.48
18.626,10.3
18.659,9.794
18.692,9.024
18.726,8.041
18.759,6.83
18.792,5.451
18.826,3.847
18.859,2.278
18.892,-0.437
18.927,-2.211
18.959,-3.882
18.992,-5.467
19.026,-7.349
19.059,-7.431
19.092,-8.392
19.126,-9.164
19.159,-9.603
19.192,-9.602
19.225,-9.56
19.259,-9.457
19.292,-8.224
19.325,-7.431
19.359,-6.867
19.392,-7.116
19.425,-5.634
19.459,-3.944
19.492,-2.318
19.525,-0.664
19.559,1.171
19.592,2.904
19.625,4.431
19.659,5.89
19.692,6.538
19.725,7.519
19.759,8.416
19.792,8.813
19.825,8.896
19.859,8.771
19.892,8.667
19.925,7.331
19.959,6.37
19.992,5.474
20.025,3.907
20.058,2.758
20.092,0.859
20.125,-0.854
20.158,-2.463
20.192,-4.071
20.225,-5.781
20.258,-7.075
20.292,-8.329
20.325,-8.057
20.358,-9.018
20.392,-9.519
20.425,-9.498
20.458,-9.48
20.492,-9.227
20.525,-8.747
20.558,-8.162
20.591,-7.054
20.625,-5.824
20.659,-4.383
20.692,-4.508
20.725,-2.92
20.758,-1.23
20.792,0.629
20.825,4.139
20.858,3.906
20.891,5.348
20.925,6.058
20.958,7.56
20.991,7.896
21.025,8.376
21.058,10.25
21.091,10.17
21.125,9.607
21.158,7.562
21.191,6.767
21.225,5.68
21.258,4.432
21.291,3.032
21.325,1.464
21.358,-6.06E-02
21.391,-1.355
21.425,-2.944
21.458,-4.466
21.491,-5.844
21.525,-7.576
21.558,-8.6
21.591,-9.539
21.625,-10.46
21.658,-9.894
21.691,-9.749
21.724,-9.497
21.758,-8.433
21.791,-7.995
21.824,-6.993
21.858,-5.803
21.891,-4.55
21.924,-2.796
21.958,-1.146
21.991,0.545
22.024,2.174
22.058,3.76
22.091,5.243
22.125,6.685
22.158,7.915
22.191,8.897
22.224,9.629
22.258,8.627
22.291,8.897
22.324,8.855
22.358,8.561
22.391,7.833
22.424,7.039
22.458,6.079
22.491,4.826
22.524,5.14
22.558,3.554
22.591,1.921
22.624,0.291
22.658,-1.352
22.691,-2.883
22.724,-4.319
22.757,-7.243
22.791,-8.287
22.824,-9.143
22.857,-8.87
22.891,-10.44
22.924,-10.19
22.957,-10.27
22.991,-9.958
23.024,-9.29
23.057,-7.64
23.091,-6.596
23.124,-5.239
23.157,-3.611
23.191,-1.376
23.224,0.334
23.257,1.86
23.291,3.531
23.324,5.097
23.357,6.496
23.391,7.789
23.425,6.851
23.457,7.644
23.49,8.312
23.524,8.605
23.557,10.19
23.59,9.982
23.624,9.482
23.657,6.956
23.69,5.974
23.724,4.763
23.757,3.489
23.79,1.798
23.824,0.273
23.857,-1.293
23.89,-3.087
23.924,-4.633
23.957,-4.09
23.99,-5.406
24.024,-6.492
24.057,-7.37
24.09,-10.08
24.124,-10.48
24.157,-10.1
24.191,-8.83
24.224,-10.06
24.257,-9.163
24.29,-8.203
24.324,-7.411
24.357,-5.531
24.39,-3.902
24.423,-2.253
24.457,-0.269
24.49,1.297
24.524,2.884
24.557,4.45
24.59,5.953
24.624,7.331
24.657,8.396
24.691,9.169
24.723,9.483
24.757,9.816
24.79,9.879
24.824,9.711
24.857,9.315
24.89,8.625
24.923,7.728
24.957,6.707
24.99,5.244
25.024,3.719
25.057,2.132
25.09,0.478
25.123,-1.17
25.156,-2.796
25.19,-4.321
25.223,-5.655
25.258,-6.784
25.29,-7.743
25.323,-8.433
25.356,-10.23
25.39,-10.4
25.423,-10.35
25.456,-10.02
25.49,-9.459
25.523,-8.664
25.556,-6.156
25.59,-4.823
25.623,-3.364
25.656,-1.753
25.69,4.26E-03
25.723,1.59
25.756,2.987
25.79,4.428
25.826,5.66
25.856,6.893
25.89,7.953
25.923,8.125
25.956,8.75
25.99,9.503
26.023,9.252
26.056,9.107
26.09,8.71
26.123,8.042
26.157,7.874
26.189,6.766
26.223,5.509
26.256,4.094
26.29,2.426
26.323,0.795
26.356,-0.852
26.39,-2.424
26.424,-3.905
26.456,-5.267
26.489,-6.455
26.523,-7.326
26.556,-7.974
26.589,-10.42
26.623,-10.73
26.656,-10.73
26.689,-8.746
26.723,-8.204
26.756,-7.389
26.789,-6.345
26.823,-5.134
26.856,-3.735
26.89,-2.128
26.922,-2.274
26.956,1.193
26.989,1.171
27.022,2.758
27.056,4.24
27.089,5.557
27.122,6.766
27.156,8.751
27.189,9.44
27.222,9.816
27.256,10.05
27.289,9.941
27.323,7.771
27.356,9.022
27.389,6.371
27.422,7.081
27.456,4.564
27.489,2.967
27.522,1.423
27.556,0.169
27.589,-1.459
27.622,-3.026
27.655,-4.508
27.689,-6.553
27.724,-7.18
27.755,-8.203
27.789,-8.705
27.822,-9.248
27.855,-8.955
27.889,-8.893
27.922,-8.684
27.955,-8.455
27.989,-7.64
28.022,-6.658
28.055,-5.53
28.089,-4.153
28.122,-4.195
28.155,-2.689
28.189,-1.001
28.222,0.627
28.255,2.216
28.289,3.718
28.322,5.096
28.355,6.161
28.389,7.248
28.422,8
28.455,8.5
28.489,8.5
28.522,8.377
28.555,7.998
28.588,7.355
28.622,6.746
28.655,5.557
28.688,4.343
28.722,2.949
28.755,1.362
28.788,-0.266
28.822,-1.918
28.855,-3.506
28.888,-5.052
28.922,-6.47
28.955,-7.887
28.988,-8.599
29.022,-9.165
29.055,-9.708
29.088,-9.979
29.122,-10.02
29.155,-9.809
29.188,-9.33
29.222,-8.641
29.255,-7.722
29.288,-6.593
29.321,-5.238
29.355,-3.837
29.388,-2.275
29.422,-0.708
29.455,0.879
29.488,2.738
29.521,4.22
29.555,5.598
29.588,6.787
29.621,6.685
29.655,7.916
29.688,9.002
29.721,9.941
29.755,10.19
29.788,8.814
29.821,7.499
29.855,8
29.888,5.598
29.921,4.387
29.955,3.03
29.988,1.485
30.021,-0.227
30.055,-1.814
30.088,-3.234
30.121,-4.821
30.154,-6.283
30.188,-7.453
30.221,-8.476
30.254,-9.311
30.288,-9.958
30.321,-10.33
30.354,-10.46
30.388,-10.31
30.421,-9.876
30.454,-9.227
30.488,-8.372
30.521,-5.447
30.554,-6.032
30.588,-4.508
30.621,-2.941
30.654,0.212
30.688,1.736
30.721,3.387
30.754,3.239
30.788,4.471
30.821,5.745
30.854,6.747
30.889,9.503
30.921,10.07
30.954,10.27
30.988,10.25
31.021,10.11
31.054,9.169
31.087,8.375
31.122,7.436
31.154,4.595
31.187,3.239
31.221,1.758
31.254,0.294
31.288,-1.313
31.321,-3.047
31.354,-4.571
31.387,-4.195
31.421,-5.427
31.454,-6.428
31.487,-7.243
31.521,-9.936
31.554,-10.31
31.587,-10.43
31.621,-10.31
31.654,-9.912
31.687,-9.246
31.721,-8.308
31.754,-7.035
31.787,-5.614
31.821,-4.174
31.854,-3.004
31.887,-1.375
31.92,0.19
31.954,1.797
31.987,3.302
32.02,4.595
32.054,5.619
32.088,8.271
32.12,9.064
32.154,9.649
32.187,9.335
32.22,9.358
32.254,9.147
32.287,7.77
32.32,7.081
32.354,6.121
32.387,4.846
32.422,3.572
32.454,2.174
32.487,0.629
32.52,-0.937
32.554,-2.817
32.587,-4.612
32.62,-6.074
32.653,-6.053
32.688,-7.222
32.72,-8.078
32.754,-8.788
32.787,-9.288
32.82,-8.684
32.854,-8.599
32.887,-9.017
32.92,-8.392
32.953,-7.556
32.987,-6.45
33.022,-5.156
33.053,-3.401
33.088,-2.002
33.12,-0.436
33.155,1.13
33.187,2.675
33.22,4.22
33.253,5.577
33.29,6.81
33.32,7.853
33.353,7.436
33.389,8.02
33.42,8.5
33.454,8.417
33.487,8.23
33.52,7.54
33.553,7.185
33.587,6.037
33.62,4.952
33.653,3.698
33.687,2.258
33.72,2.07
33.754,0.525
33.787,-1.084
33.82,-2.524
33.853,-3.902
33.886,-5.155
33.92,-6.22
33.953,-7.097
33.987,-7.786
34.02,-8.516
34.053,-8.728
34.086,-8.725
34.12,-8.475
34.154,-7.973
34.186,-7.222
34.22,-6.805
34.253,-5.574
34.286,-3.296
34.32,-2.42
34.353,-1.919
34.386,-0.457
34.42,0.858
34.453,2.32
34.486,3.636
34.52,4.847
34.553,7.936
34.586,8.772
34.62,9.398
34.653,9.753
34.686,8.48
34.719,7.98
34.753,7.957
34.786,7.227
34.82,6.37
34.853,5.306
34.886,3.928
34.92,2.466
34.953,0.879
34.986,-0.625
35.02,-2.126
35.053,-3.715
35.086,-5.218
35.119,-4.736
35.153,-5.844
35.186,-6.804
35.219,-9.518
35.252,-10.08
35.286,-10.33
35.319,-10.35
35.352,-10.13
35.386,-9.666
35.419,-6.95
35.452,-6.095
35.486,-6.492
35.519,-5.051
35.552,-3.545
35.586,-2.295
35.619,-0.897
35.652,0.65
35.686,2.194
35.719,3.594
35.752,4.951
35.786,6.538
35.819,7.415
35.852,7.499
35.886,9.9
35.919,10
35.952,9.879
35.985,9.46
36.019,8.835
36.052,6.142
36.086,5.223
36.119,3.824
36.152,2.466
36.185,1.005
36.219,-0.603
36.252,-2.17
36.285,-3.819
36.319,-5.366
36.352,-4.801
36.386,-6.094
