t,x
7.697,1.191
7.731,-0.161
7.764,-1.592
7.797,-2.918
7.831,-4.412
7.864,-5.816
7.897,-7.115
7.931,-6.47
7.964,-7.597
7.997,-8.634
8.031,-9.41
8.064,-10.07
8.097,-10.55
8.131,-10.84
8.164,-10.91
8.198,-10.8
8.231,-10.5
8.267,-9.967
8.297,-9.294
8.331,-8.553
8.364,-9.312
8.397,-8.156
8.43,-6.944
8.464,-5.594
8.497,-4.272
8.53,-2.866
8.564,-1.481
8.597,1.814
8.631,3.134
8.664,2.405
8.697,3.614
8.764,5.584
8.797,6.202
8.83,6.823
8.864,7.048
8.897,7.162
8.932,7.109
8.964,6.853
8.997,6.429
9.03,5.867
9.063,5.13
9.097,4.207
9.13,3.16
9.164,2.006
9.197,2.65
9.23,1.297
9.263,-0.102
9.297,-1.509
9.33,-2.889
9.364,-4.246
9.4,-7.623
9.463,-9.847
9.497,-10.75
9.53,-11.43
9.563,-11.99
9.597,-12.58
9.632,-12.75
9.663,-12.74
9.697,-12.49
9.73,-12.07
9.764,-11.45
9.797,-10.64
9.83,-9.677
9.863,-8.578
9.896,-7.37
9.931,-6.072
9.963,-4.64
9.996,-3.314
10.03,-1.85
10.063,-0.472
10.096,0.797
10.13,2.007
10.163,3.303
10.196,4.347
10.23,5.301
10.263,6.092
10.296,6.626
10.33,7.074
10.363,7.358
10.396,7.327
10.43,7.188
10.463,6.823
10.496,6.34
10.53,5.638
10.563,4.794
10.596,5.275
10.63,4.149
10.663,3.3
10.696,1.982
10.73,0.622
10.763,-0.761
10.796,-2.14
10.829,-3.54
10.863,-4.864
10.896,-7.988
10.929,-9.143
10.963,-10.07
10.996,-10.86
11.029,-11.56
11.063,-12.01
11.096,-12.18
11.129,-12.27
11.163,-12.16
11.196,-11.84
11.23,-11.31
11.263,-10.66
11.296,-9.931
11.329,-8.918
11.363,-7.82
11.396,-6.523
11.429,-5.229
11.462,-3.963
11.496,-2.693
11.529,0.816
11.563,0.346
11.596,1.641
11.629,2.74
11.662,3.977
11.696,4.908
11.729,5.696
11.762,6.374
11.796,6.909
11.829,7.242
11.862,7.362
11.896,7.302
11.929,7.047
11.962,6.6
11.996,6.033
12.029,5.273
12.062,4.344
12.096,3.275
12.129,2.119
12.162,0.824
12.196,-0.528
12.229,-1.907
12.262,-3.286
12.296,-4.694
12.329,-6.074
12.362,-7.284
12.396,-8.417
12.429,-9.455
12.462,-10.38
12.496,-11.14
12.529,-11.73
12.562,-12.13
12.596,-12.29
12.629,-12.27
12.662,-12.08
12.695,-11.65
12.729,-11.08
12.762,-10.27
12.795,-9.373
12.829,-8.327
12.862,-7.201
12.895,-5.877
12.929,-4.553
12.962,-3.284
12.995,-1.93
13.029,-0.526
13.062,0.796
13.095,1.981
13.129,3.136
13.162,4.233
13.195,5.217
13.229,7.61
13.262,6.484
13.295,7.018
13.329,7.02
13.362,7.047
13.395,6.879
13.429,6.681
13.462,6.148
13.495,7.16
13.528,4.57
13.562,3.696
13.595,4.374
13.628,3.16
13.695,-1.371
13.728,-2.778
13.762,-4.188
13.795,-5.62
13.828,-6.949
13.862,-8.129
13.895,-9.282
13.928,-10.21
13.962,-11.06
13.995,-11.68
14.028,-12.16
14.062,-12.41
14.102,-12.5
14.162,-12.1
14.195,-11.57
14.228,-10.89
14.261,-10.04
14.295,-9.059
14.328,-7.957
14.361,-6.748
14.395,-5.503
14.428,-4.073
14.461,-2.811
14.495,-1.486
14.528,-0.108
14.561,3.134
14.595,2.344
14.628,3.421
14.661,4.345
14.695,5.219
14.728,5.953
14.761,6.288
14.795,8.457
14.828,8.565
14.861,8.517
14.895,8.291
14.928,7.893
14.961,7.277
14.995,6.541
15.028,5.639
15.061,4.598
15.095,3.446
15.128,2.179
15.161,-1.032
15.194,-2.328
15.228,-3.709
15.261,-5.063
15.294,-6.465
15.328,-5.85
15.361,-7.003
15.394,-8.015
15.428,-8.899
15.461,-9.618
15.494,-10.17
15.528,-10.53
15.561,-10.7
15.594,-10.68
15.629,-10.48
15.661,-10.06
15.694,-9.473
15.728,-8.702
15.762,-7.793
15.794,-6.747
15.828,-5.599
15.861,-4.356
15.895,-3.063
15.928,-1.713
15.961,-0.385
15.994,0.94
16.027,2.316
16.062,3.526
16.094,4.681
16.127,5.674
16.161,6.569
16.196,7.299
16.227,7.864
16.261,8.262
16.294,8.461
16.329,8.484
16.361,8.346
16.394,7.973
16.427,7.448
16.461,6.763
16.494,5.947
16.527,4.938
16.561,2.148
16.594,0.909
16.627,-0.386
16.661,-1.734
16.694,-1.343
16.727,-2.722
16.76,-4.019
16.794,-5.257
16.827,-6.469
16.861,-7.539
16.894,-8.551
16.927,-9.03
16.96,-9.737
16.994,-10.13
17.027,-10.38
17.06,-10.44
17.094,-10.36
17.127,-10.03
17.16,-9.484
17.194,-8.806
17.227,-8.046
17.26,-7.172
17.295,-6.073
17.327,-4.976
17.36,-3.709
17.394,-2.414
17.427,-0.945
17.46,0.233
17.494,1.5
17.527,1.727
17.56,2.883
17.594,3.977
17.627,4.344
17.66,5.136
17.693,5.76
17.727,6.29
17.76,6.544
17.793,6.684
17.827,6.61
17.86,6.346
17.893,5.905
17.927,5.329
17.96,4.569
17.993,3.643
18.027,4.203
18.06,3.076
18.093,1.806
18.127,0.486
18.16,-0.862
18.193,-2.22
18.227,-3.595
18.26,-4.892
18.293,-6.045
18.327,-7.199
18.36,-8.213
18.393,-10.13
18.427,-10.75
18.46,-11.4
18.493,-11.59
18.527,-11.73
18.56,-11.73
18.593,-11.51
18.626,-11.11
18.66,-10.55
18.693,-9.874
18.726,-8.974
18.76,-7.989
18.793,-6.834
18.826,-5.623
18.86,-4.273
18.893,-3.314
18.926,-1.99
18.96,-0.667
18.993,0.546
19.026,1.757
19.06,4.429
19.093,5.415
19.126,6.263
19.16,6.964
19.193,7.553
19.226,6.852
19.26,7.077
19.293,7.103
19.326,6.935
19.36,6.57
19.393,7.161
19.426,6.512
19.46,5.667
19.493,4.684
19.526,2.628
19.56,1.391
19.593,0.124
19.626,-1.176
19.66,-2.553
19.693,-3.906
19.726,-5.228
19.759,-6.497
19.793,-7.706
19.826,-8.44
19.859,-9.398
19.893,-10.19
19.926,-10.83
19.959,-11.28
19.993,-11.54
20.026,-11.59
20.059,-11.48
20.093,-11.15
20.126,-10.67
20.159,-10.04
20.193,-9.231
20.226,-8.298
20.259,-7.144
20.293,-5.934
20.326,-4.779
20.359,-3.426
20.392,-2.106
20.426,-0.833
20.459,0.435
20.492,1.671
20.526,2.824
20.559,4.908
20.592,5.809
20.626,6.596
20.659,6.232
20.692,6.933
20.726,7.216
20.759,7.327
20.792,7.245
20.826,7.015
20.859,6.484
20.892,5.892
20.926,5.133
20.959,4.233
20.992,3.218
21.026,2.006
21.059,0.767
21.092,-0.527
21.126,-1.88
21.159,-3.255
21.192,-4.625
21.226,-5.903
21.259,-7.141
21.292,-8.244
21.325,-9.281
21.359,-10.16
21.392,-10.89
21.426,-11.4
21.459,-11.56
21.492,-11.56
21.525,-11.51
21.559,-11.28
21.592,-10.89
21.625,-10.35
21.659,-9.622
21.692,-8.777
21.725,-7.709
21.759,-6.608
21.792,-5.369
21.825,-4.103
21.859,-2.782
21.892,-1.46
21.925,-0.187
21.959,0.965
21.992,3.782
22.025,4.795
22.059,5.668
22.092,5.245
22.125,5.922
22.158,6.457
22.192,7.018
22.225,6.963
22.259,6.991
22.292,6.852
22.325,6.458
22.358,5.954
22.392,5.301
22.425,4.626
22.458,3.613
22.492,2.514
22.525,1.332
22.558,6.61E-02
22.592,-1.231
22.625,-2.583
22.659,-3.906
22.692,-5.229
22.725,-6.468
22.758,-7.68
22.792,-8.749
22.825,-9.679
22.858,-10.18
22.891,-10.78
22.925,-11.2
22.958,-11.62
22.993,-11.59
23.025,-11.45
23.058,-11.14
23.091,-10.66
23.125,-9.988
23.158,-9.198
23.191,-8.269
23.225,-7.2
23.258,-6.046
23.291,-4.863
23.325,-3.539
23.358,-0.78
23.391,0.489
23.425,1.615
23.458,2.768
23.491,3.84
23.525,5.018
23.558,4.711
23.591,5.554
23.625,6.148
23.658,7.76
23.691,8.062
23.725,8.174
23.758,8.088
23.791,7.845
23.825,7.398
23.858,6.793
23.891,6.037
23.925,5.111
23.958,4.062
23.991,2.937
24.024,1.838
24.058,0.627
24.091,-0.638
24.124,-1.99
24.158,-3.145
24.191,-4.356
24.224,-5.539
24.258,-6.722
24.291,-7.622
24.324,-8.524
24.358,-9.316
24.391,-9.794
24.425,-10.13
24.458,-10.41
24.491,-10.4
24.524,-10.14
24.557,-9.793
24.591,-9.34
24.624,-8.552
24.657,-7.678
24.691,-6.665
24.724,-5.511
24.758,-4.3
24.791,-3.09
24.824,-1.797
24.857,-0.218
24.891,-0.698
24.924,2.258
24.957,3.469
24.991,2.74
25.024,3.753
25.057,6.375
25.091,7.08
25.124,7.613
25.157,8.004
25.191,8.176
25.224,8.201
25.257,8.039
25.291,7.671
25.324,7.193
25.357,6.519
25.391,5.701
25.424,4.708
25.457,3.614
25.49,2.457
25.524,-0.556
25.557,-1.85
25.59,-3.2
25.624,-4.525
25.657,-5.823
25.69,-7.064
25.724,-8.214
25.757,-9.254
25.79,-10.18
25.824,-9.026
25.857,-9.621
25.89,-10.05
25.924,-10.35
25.957,-10.36
25.99,-10.22
26.024,-9.895
26.057,-9.387
26.09,-8.714
26.124,-7.874
26.157,-6.951
26.19,-7.707
26.224,-6.495
26.257,-5.255
26.29,-3.934
26.323,-2.694
26.357,0.485
26.39,1.775
26.424,2.999
26.457,4.105
26.49,5.13
26.523,6.092
26.557,4.883
26.59,5.479
26.623,5.922
26.657,6.541
26.69,6.596
26.723,6.54
26.757,6.284
26.79,5.865
26.823,5.27
26.857,4.488
26.89,3.584
26.923,2.598
26.957,3.439
26.99,2.119
27.023,0.935
27.057,-0.361
27.09,-1.68
27.123,-5.031
27.156,-6.243
27.19,-7.191
27.223,-8.553
27.256,-9.508
27.29,-10.33
27.323,-11
27.356,-11.51
27.39,-11.84
27.423,-11.99
27.456,-11.93
27.49,-11.7
27.523,-11.28
27.556,-10.7
27.59,-9.934
27.623,-9.058
27.656,-7.989
27.69,-6.89
27.723,-5.596
27.756,-4.301
27.79,-2.978
27.823,-1.682
27.856,-0.357
27.89,2.755
27.923,2.064
27.956,3.135
27.99,4.063
28.023,4.963
28.056,5.64
28.089,7.834
28.123,8.198
28.156,6.793
28.189,6.793
28.223,6.598
28.256,6.257
28.29,5.724
28.323,5.021
28.356,4.147
28.389,3.191
28.423,2.148
28.456,0.966
28.489,-0.301
28.523,-1.598
28.556,-2.92
28.589,-4.188
28.623,-5.511
28.656,-6.72
28.689,-7.875
28.723,-8.919
28.756,-9.82
28.789,-10.58
28.823,-11.14
28.856,-11.56
28.889,-11.73
28.922,-11.82
28.956,-11.67
28.989,-11.34
29.022,-10.86
29.056,-10.18
29.089,-9.369
29.122,-8.437
29.156,-7.312
29.189,-6.129
29.222,-4.893
29.256,-3.569
29.289,-2.248
29.322,-0.978
29.356,0.179
29.389,1.445
29.422,2.627
29.456,3.501
29.489,6.09
29.522,5.33
29.556,5.977
29.589,6.372
29.623,6.655
29.656,6.739
29.69,6.709
29.722,6.374
29.756,5.948
29.789,5.33
29.823,4.542
29.857,3.613
29.889,2.627
29.922,1.501
29.955,0.29
29.989,-0.978
30.022,-2.276
30.055,-3.598
30.089,-4.89
30.122,-6.186
30.155,-7.426
30.189,-8.525
30.222,-9.481
30.255,-10.27
30.289,-10.92
30.322,-11.4
30.355,-11.76
30.389,-11.9
30.422,-11.87
30.455,-11.62
30.489,-11.2
30.522,-10.61
30.555,-9.902
30.589,-9.003
30.622,-7.986
30.655,-6.891
30.691,-5.676
30.722,-4.413
30.755,-3.117
30.788,-1.766
30.822,-0.472
30.855,0.794
30.888,1.951
30.922,3.051
30.955,4.007
30.988,4.826
31.022,5.529
31.055,6.064
31.088,6.4
31.122,6.597
31.155,6.596
31.188,6.43
31.222,6.068
31.255,5.529
31.288,4.797
31.322,3.951
31.355,2.992
31.388,1.784
31.422,0.601
31.455,-0.667
31.488,-1.934
31.522,-3.2
31.555,-4.499
31.588,-5.789
31.622,-6.969
31.655,-8.099
31.688,-9.117
31.722,-10.04
31.755,-8.972
31.788,-9.486
31.821,-9.88
31.855,-10.1
31.888,-10.13
31.921,-9.991
31.955,-9.711
31.988,-9.2
32.021,-8.526
32.055,-7.76
32.088,-8.637
32.121,-7.511
32.155,-6.326
32.188,-5.142
32.221,-3.88
32.254,-2.608
32.288,-1.316
32.321,1.783
32.354,2.96
32.388,4.065
32.421,5.081
32.455,5.956
32.488,6.708
32.521,7.303
32.554,7.723
32.588,7.978
32.621,8.064
32.654,7.956
32.688,7.701
32.721,7.273
32.754,6.659
32.788,5.892
32.821,4.995
32.854,3.953
32.888,2.74
32.921,1.558
32.954,-1.401
32.988,-2.696
33.021,-3.991
33.054,-5.311
33.088,-6.521
33.121,-7.676
33.154,-8.693
33.187,-9.596
33.221,-10.44
33.254,-11.09
33.287,-11.57
33.321,-11.91
33.354,-12.04
33.387,-11.98
33.421,-11.76
33.454,-11.34
33.487,-10.75
33.521,-10.01
33.554,-9.11
33.587,-8.072
33.621,-6.951
33.654,-5.764
33.687,-4.502
33.721,-3.2
33.754,-1.933
33.787,-0.692
33.821,0.512
33.854,3.443
33.887,4.48
33.921,5.415
33.954,6.234
33.987,6.886
34.02,7.39
34.054,7.726
34.087,7.865
34.12,7.867
34.154,7.681
34.187,7.292
34.22,6.783
34.254,6.104
34.287,5.219
34.32,4.288
34.354,3.219
34.387,2.063
34.42,-0.835
34.454,-0.467
34.487,-1.541
34.52,-2.807
34.554,-3.963
34.587,-5.117
34.62,-6.131
34.654,-7.062
34.687,-7.989
34.72,-8.696
34.754,-9.226
34.787,-9.599
34.82,-9.82
34.854,-9.909
34.887,-9.768
34.92,-9.399
34.953,-8.892
34.987,-8.22
35.02,-7.427
35.053,-6.496
35.087,-5.43
35.12,-4.329
35.153,-3.203
35.187,-2.048
35.22,-0.808
35.253,0.432
35.287,1.642
35.32,2.876
35.353,3.951
35.387,4.964
35.42,5.809
35.453,6.486
35.487,7.049
35.52,7.471
35.553,7.72
35.587,7.783
35.62,7.674
35.653,7.39
35.687,6.937
35.72,6.312
35.753,5.583
35.787,4.682
35.82,3.668
35.853,2.545
35.886,1.67
35.92,0.487
35.953,-0.725
35.986,-3.455
36.02,-4.722
36.053,-5.934
36.086,-7.087
36.12,-8.101
36.153,-8.945
36.186,-9.706
36.22,-10.3
36.253,-10.8
36.286,-11.11
36.32,-11.36
36.353,-11.14
36.386,-10.94
36.42,-10.55
36.453,-9.932
36.486,-9.171
36.52,-8.299
36.553,-7.312
36.586,-6.243
36.62,-5.059
36.653,-3.849
36.686,-2.61
36.72,3.61E-02
36.753,-0.16
36.786,1.05
36.82,2.232
36.853,3.244
36.886,4.177
36.919,5.02
36.953,5.641
36.986,6.007
37.02,6.371
37.053,6.511
37.086,6.486
37.119,6.318
37.153,5.951
37.186,5.441
37.22,4.768
37.253,3.95
37.286,3.021
37.319,3.388
37.353,2.317
37.386,-0.386
37.419,-1.54
37.453,-2.863
37.486,-4.159
37.521,-5.397
37.553,-6.609
37.586,-7.481
37.619,-8.438
37.652,-9.259
37.686,-9.958
37.719,-10.47
37.754,-10.87
37.786,-11.06
37.819,-11.09
37.852,-10.92
37.886,-10.58
37.919,-10.1
37.952,-9.452
37.986,-8.72
38.019,-7.735
38.052,-6.694
38.086,-5.569
38.119,-4.412
38.153,-3.258
38.186,-1.963
38.219,0.684
38.252,1.921
38.286,2.99
38.319,4.006
38.352,4.935
38.385,5.752
38.419,5.273
38.452,5.782
38.486,6.23
38.519,6.429
38.552,6.538
38.585,6.4
38.619,6.117
38.652,5.67
38.685,5.074
38.719,4.318
38.752,3.444
38.785,2.458
38.819,2.964
38.852,0.206
38.885,-1.033
38.919,-2.357
38.952,-3.65
38.985,-4.806
39.019,-6.101
39.052,-6.975
39.085,-7.963
39.119,-8.887
39.152,-9.622
39.185,-10.22
39.219,-10.69
39.252,-10.97
39.285,-11.11
39.319,-11.03
39.352,-10.78
39.385,-10.35
39.418,-9.762
39.452,-9.029
39.485,-8.161
39.518,-7.199
39.552,-6.129
39.585,-4.975
39.618,-2.216
39.652,-1.005
39.685,0.121
39.718,1.248
39.752,2.374
39.785,3.473
39.818,4.399
39.852,5.275
39.885,6.063
39.918,5.556
39.952,5.527
39.985,6.26
40.018,6.429
40.052,6.4
40.085,6.201
40.118,5.809
40.152,5.303
40.185,4.626
40.218,3.836
40.251,2.88
40.285,1.841
40.318,0.741
40.351,-0.47
40.385,-0.105
40.418,-3.004
40.451,-4.243
40.485,-5.455
40.518,-6.637
40.551,-7.623
40.585,-8.552
40.618,-9.312
40.651,-9.99
40.685,-10.47
40.718,-10.86
40.751,-11.06
40.785,-11.06
40.818,-10.92
40.851,-10.61
40.885,-10.07
40.918,-9.423
40.951,-8.608
40.985,-7.679
41.018,-5.201
41.051,-4.018
41.085,-3.034
41.118,-1.822
41.151,-0.608
41.184,0.598
41.218,1.699
41.251,2.851
41.284,3.975
41.318,4.88
41.351,5.699
41.384,4.741
41.418,5.276
41.451,5.668
41.484,5.895
41.518,5.926
41.551,5.81
41.584,5.525
41.618,5.076
41.651,4.47
41.684,3.726
41.718,2.85
41.751,1.866
41.784,2.429
41.818,1.362
41.851,0.204
41.884,-1.145
41.917,-2.413
41.951,-3.679
41.984,-4.721
42.017,-5.847
42.051,-6.888
42.084,-7.818
42.117,-8.524
42.151,-9.114
42.184,-9.48
42.217,-9.874
42.251,-9.958
42.284,-9.902
42.317,-9.595
42.351,-9.141
42.384,-8.553
42.417,-7.791
42.451,-7.107
42.484,-6.044
42.517,-5.026
42.551,-3.851
42.584,-2.611
42.617,-1.288
42.65,6.57E-03
42.684,1.212
42.717,2.419
42.751,3.413
42.784,4.431
42.817,5.361
42.85,6.093
42.884,6.711
42.917,7.217
42.95,7.499
42.984,7.641
43.017,7.587
43.05,7.39
43.084,7.001
43.117,6.466
43.15,5.785
43.184,4.945
43.25,1.248
43.284,0.121
43.317,0.769
43.35,-0.471
43.417,-4.807
43.45,-4.215
43.484,-5.512
43.517,-8.239
43.55,-9.173
43.584,-8.382
43.617,-10.04
43.65,-9.454
43.683,-9.797
43.717,-9.983
43.75,-9.966
43.783,-9.79
43.817,-9.446
43.85,-8.94
43.883,-8.239
43.917,-7.45
43.95,-6.503
43.983,-5.458
44.017,-4.326
44.05,-3.116
44.083,-1.879
44.118,-0.661
44.15,0.654
44.184,1.814
44.217,2.96
44.25,4.012
44.284,4.962
44.317,5.807
44.351,6.458
44.383,6.989
44.416,7.358
44.45,7.612
44.483,7.641
44.516,7.528
44.55,7.219
44.583,6.763
44.616,6.15
44.65,5.386
44.683,4.486
44.716,3.445
44.75,2.429
44.783,-0.472
44.816,-1.738
44.851,-3.005
44.883,-4.243
44.916,-5.484
44.95,-6.692
44.983,-7.764
45.017,-8.777
45.05,-9.675
45.083,-10.41
45.116,-10.97
45.15,-11.42
45.183,-11.67
45.216,-11.73
45.25,-11.65
45.283,-11.36
45.316,-10.92
45.349,-10.32
45.383,-9.566
45.416,-8.696
45.449,-7.702
45.483,-6.579
45.516,-5.428
45.549,-4.186
45.583,-2.921
45.616,-1.706
45.65,-0.498
45.683,2.486
45.716,3.531
45.749,4.542
45.783,5.446
45.816,6.179
45.849,6.765
45.883,7.22
45.916,7.533
45.949,7.616
45.983,7.616
46.016,7.414
46.049,7.029
46.083,6.485
46.116,5.784
46.149,4.965
46.182,4.035
46.216,2.994
46.249,1.783
46.282,-1.145
46.316,-2.354
46.349,-3.595
46.382,-4.81
46.416,-6.017
46.449,-7.169
46.483,-8.242
46.516,-9.201
46.549,-8.096
46.582,-8.757
46.616,-9.249
46.649,-9.588
46.683,-9.761
46.716,-9.74
46.749,-9.556
46.782,-9.211
46.816,-8.699
46.849,-8.101
46.882,-7.201
46.916,-6.382
46.949,-7.032
46.982,-5.93
47.016,-4.754
47.049,-3.539
47.082,-2.3
47.115,0.766
47.149,1.928
47.182,3.049
47.215,4.123
47.249,5.046
47.282,5.865
47.315,6.518
47.349,7.05
47.382,7.47
47.415,7.672
47.449,7.701
47.482,7.588
47.515,7.265
47.549,6.806
47.582,6.184
47.615,5.42
47.649,4.57
47.682,3.578
47.715,2.458
47.748,1.303
47.782,-1.822
47.815,-2.977
47.848,-4.242
47.882,-5.425
47.915,-6.606
47.948,-7.652
47.982,-8.637
48.015,-9.51
48.048,-8.411
48.082,-9.031
48.115,-9.426
48.148,-9.68
48.182,-9.766
48.215,-9.671
48.248,-9.372
48.282,-8.917
48.315,-8.381
48.348,-7.651
48.382,-6.748
