t,x
2.899,-4.331
2.933,-5.262
2.966,-6.003
2.999,-6.636
3.033,-7.145
3.066,-7.397
3.099,-7.421
3.132,-7.247
3.166,-6.935
3.199,-6.32
3.232,-5.494
3.266,-4.607
3.299,-3.675
3.332,-2.282
3.366,-0.992
3.399,0.316
3.432,1.498
3.466,2.826
3.499,4.029
3.532,5.061
3.566,5.967
3.599,6.725
3.632,7.314
3.666,7.672
3.699,7.84
3.732,7.798
3.766,7.525
3.799,7.04
3.832,6.387
3.866,5.609
3.899,4.64
3.932,3.353
3.966,2.152
3.999,0.991
4.032,-0.317
4.065,-1.775
4.1,-2.957
4.132,-4.099
4.166,-5.156
4.199,-6.045
4.232,-6.68
4.265,-7.081
4.299,-7.334
4.332,-7.462
4.366,-7.315
4.399,-6.912
4.432,-6.363
4.465,-5.685
4.5,-4.753
4.532,-3.633
4.565,-2.513
4.599,-1.436
4.632,-0.148
4.665,1.456
4.699,2.447
4.733,3.628
4.765,4.913
4.798,5.84
4.832,6.577
4.865,7.167
4.9,7.588
4.932,7.778
4.965,7.778
4.998,7.525
5.032,7.061
5.065,6.387
5.098,5.609
5.132,4.66
5.165,3.564
5.2,2.257
5.232,0.928
5.265,-0.275
5.298,-1.542
5.332,-2.873
5.365,-4.014
5.398,-4.923
5.432,-5.854
5.465,-6.488
5.499,-7.017
5.532,-7.272
5.565,-7.376
5.598,-7.27
5.631,-6.951
5.667,-6.36
5.698,-5.601
5.731,-4.733
5.765,-3.718
5.798,-2.513
5.832,-1.246
5.865,2.09E-02
5.898,1.287
5.931,2.637
5.965,3.754
5.998,4.829
6.031,5.777
6.065,6.556
6.098,7.124
6.131,7.568
6.165,7.777
6.198,7.736
6.232,7.566
6.265,7.124
6.298,6.535
6.331,5.608
6.365,4.787
6.398,3.564
6.431,2.426
6.465,1.097
6.498,-8.50E-02
6.531,-1.436
6.564,-2.535
6.598,-3.781
6.631,-4.755
6.664,-5.621
6.698,-6.277
6.731,-6.764
6.764,-7.124
6.798,-7.25
6.831,-7.145
6.864,-6.848
6.898,-6.299
6.931,-5.599
6.964,-4.669
6.998,-3.635
7.031,-2.534
7.064,-1.331
7.098,-8.44E-02
7.131,1.224
7.164,2.447
7.198,3.67
7.231,4.745
7.264,5.756
7.298,6.536
7.331,7.125
7.364,7.462
7.397,7.819
7.431,7.819
7.464,7.651
7.497,7.23
7.531,6.68
7.564,5.883
7.597,4.807
7.631,3.817
7.664,2.51
7.697,1.244
7.731,-6.34E-02
7.764,-1.393
7.797,-2.535
7.831,-3.654
7.864,-4.712
7.897,-5.557
7.931,-6.277
7.964,-6.764
7.997,-7.082
8.031,-7.228
8.064,-7.165
8.097,-6.87
8.131,-6.361
8.164,-5.748
8.197,-4.921
8.23,-3.972
8.264,-2.788
8.297,-1.69
8.33,-0.253
8.364,1.076
8.397,2.32
8.43,3.502
8.464,4.597
8.497,5.588
8.53,6.388
8.564,7.041
8.597,7.482
8.63,7.736
8.664,7.775
8.697,7.589
8.73,7.188
8.764,6.62
8.797,5.861
8.83,4.997
8.864,3.902
8.897,2.615
8.93,1.35
8.964,8.41E-02
8.997,-1.246
9.03,-2.365
9.064,-3.506
9.097,-4.628
9.13,-5.451
9.163,-6.193
9.197,-6.763
9.23,-7.102
9.263,-7.23
9.297,-7.165
9.33,-6.911
9.363,-6.425
9.397,-5.748
9.43,-4.926
9.463,-3.93
9.497,-2.893
9.53,-1.646
9.563,-0.338
9.597,0.865
9.63,1.962
9.663,3.354
9.697,4.429
9.73,5.377
9.763,6.219
9.797,6.851
9.83,7.356
9.863,7.609
9.897,7.693
9.93,7.483
9.963,7.166
9.997,6.619
10.03,5.777
10.063,4.85
10.096,3.838
10.13,2.636
10.163,1.498
10.196,0.105
10.23,-1.035
10.263,-2.281
10.296,-3.485
10.33,-4.521
10.363,-5.495
10.396,-6.255
10.43,-6.7
10.463,-7.059
10.496,-7.313
10.53,-7.251
10.563,-6.972
10.596,-6.592
10.63,-5.961
10.663,-5.176
10.696,-4.141
10.73,-3.02
10.763,-1.837
10.796,-0.571
10.83,0.76
10.863,1.962
10.896,3.164
10.929,4.303
10.963,5.335
10.996,6.114
11.03,6.767
11.063,7.293
11.096,7.567
11.129,7.672
11.163,7.504
11.196,7.209
11.229,6.725
11.264,5.946
11.296,4.998
11.329,4.091
11.363,2.953
11.396,1.646
11.429,0.443
11.463,-0.802
11.498,-2.091
11.529,-3.294
