t,x
5.598,-18.31
5.631,-18.49
5.698,-15.89
5.731,-15.06
5.765,-13.53
5.798,-11.22
5.831,-7.875
5.865,-4.738
5.898,-1.715
5.931,1.949
5.965,4.536
5.998,7.948
6.031,9.162
6.065,12.53
6.098,14.5
6.131,16.03
6.164,16.95
6.198,17.56
6.231,17.68
6.265,17.29
6.298,16.47
6.331,10.67
6.364,13.11
6.398,12.19
6.464,6.498
6.531,0.316
6.564,-1.791
6.598,-5.958
6.631,-8.568
6.664,-10.28
6.698,-13.74
6.731,-15.62
6.764,-17.09
6.798,-18.14
6.831,-18.48
6.864,-18.48
6.898,-17.84
6.931,-15.87
6.964,-15.87
6.997,-14.04
7.031,-11.89
7.064,-9.232
7.097,-6.073
7.131,-3.097
7.164,0.454
7.197,3.614
7.231,6.956
7.264,9.086
7.297,11.83
7.331,11.97
7.364,13.37
7.398,14.46
7.431,15.13
7.464,15.5
7.497,16.6
7.531,15.04
7.564,13.94
7.597,13.05
7.631,11.51
7.664,8.675
7.697,6.544
7.731,4.208
7.764,1.233
7.797,-1.79
7.831,-4.563
7.864,-7.353
7.897,-9.713
7.93,-11.89
7.964,-13.42
7.997,-14.93
8.03,-16.15
8.064,-18.35
8.097,-17.84
8.131,-17.52
8.164,-15.67
8.197,-14.5
8.23,-14.89
8.264,-12.39
8.33,-6.621
8.365,-3.668
8.397,-5.03E-02
8.43,1.255
8.464,4.667
8.497,6.979
8.531,9.522
8.564,11.72
8.597,13.25
8.63,14.33
8.664,15.36
8.697,17.05
8.73,16.78
8.763,16.28
8.797,14.92
8.83,13.78
8.863,11.47
8.897,9.796
8.93,8.056
8.963,5.148
8.997,2.331
9.03,-0.394
9.064,-3.256
9.097,-6.804
9.13,-9.393
9.163,-11.8
9.197,-14.06
9.23,-15.76
9.263,-14.93
9.297,-15.83
9.33,-17.5
9.363,-16.03
9.397,-17.09
9.43,-15.78
9.463,-13.93
9.497,-11.57
9.53,-8.866
9.563,-6.461
9.597,-3.851
9.63,-0.989
9.664,1.392
9.698,4.002
9.731,6.408
9.764,10.21
9.797,10.37
9.83,11.72
9.863,13.32
9.896,15.52
9.93,14.7
9.963,16.66
9.997,16.41
10.03,14.26
10.063,13.67
10.097,12.47
10.13,10.69
10.163,7.985
10.196,5.628
10.23,2.95
10.263,1.72E-02
10.296,-2.867
10.33,-5.523
10.363,-7.813
10.396,-10.52
10.43,-12.42
10.463,-13.97
10.496,-15.19
10.529,-17.43
10.563,-18.09
10.596,-18.07
10.629,-17.57
10.663,-15.67
10.696,-14.34
10.729,-12.46
10.763,-10.33
10.796,-7.653
10.829,-5.157
10.863,-2.226
10.898,0.408
10.929,3.728
10.963,5.583
10.996,8.124
11.029,10.62
11.063,12.04
11.096,13.87
11.129,15.27
11.163,15.88
11.196,17.19
11.229,17.19
11.262,16.67
11.296,15.63
11.329,14.24
11.362,12.52
11.396,10.3
11.429,7.391
11.465,4.713
11.496,2.354
11.529,-1.012
11.562,-4.745
11.596,-7.378
11.629,-9.851
11.662,-12.14
11.696,-13.77
11.729,-13.95
11.762,-17.11
11.796,-17.54
11.829,-15.62
11.862,-16.77
11.896,-16.08
11.929,-15.14
11.962,-13.03
11.996,-11.06
12.029,-8.683
12.062,-7.147
12.095,-3.508
12.129,-1.173
12.162,1.897
12.195,4.575
12.229,7.185
12.262,9.34
12.295,12.04
12.329,12.89
12.362,14.03
12.395,14.9
12.429,16.18
12.462,16.35
12.495,16.09
12.529,15.25
12.562,13.92
12.595,12.63
12.629,10.89
12.662,8.902
12.695,5.559
12.729,2.766
12.762,-0.326
12.795,-3.279
12.829,-6.049
12.862,-8.774
12.895,-11.11
12.929,-13.22
12.962,-14.57
12.995,-15.87
13.029,-16.63
13.062,-17.25
13.095,-17.41
13.128,-16.4
13.162,-15.19
13.195,-13.72
13.228,-11.82
13.262,-9.164
13.295,-6.92
13.329,-4.562
13.395,2.125
13.428,3.774
13.462,6.338
13.495,9.979
13.528,10.37
13.562,12.18
13.595,13.16
13.628,14.95
13.662,15.59
13.695,15.77
13.728,16.09
13.762,14.95
13.795,14.4
13.828,13
13.862,11.08
13.895,8.422
13.928,5.879
13.961,3.018
13.995,0.385
14.028,-2.478
14.061,-5.386
14.095,-8.088
14.128,-10.52
14.161,-12.62
14.195,-14.25
14.228,-15.57
14.261,-16.42
14.295,-16.95
14.328,-16.88
14.361,-16.42
14.395,-15.32
14.428,-14.04
14.461,-12.3
14.495,-10.56
14.528,-8.249
14.561,-5.226
14.595,-2.523
14.628,0.201
14.661,3.018
14.695,5.628
14.728,8.078
14.761,10.28
14.795,12.13
14.828,13.55
14.861,15.38
14.894,16.16
14.928,15.68
14.961,15.66
14.994,15.34
15.028,14.47
15.061,13.69
15.094,11.33
15.128,11.12
15.161,6.911
15.194,11.63
15.228,1.599
15.261,0.179
15.294,10.76
15.328,28.46
15.394,-11.32
15.428,-13.15
15.461,-14.66
15.495,-15.69
15.528,-16.35
15.561,-16.65
15.594,-14.84
15.627,-16.31
15.661,-15.19
15.694,-13.72
15.727,-11.89
15.761,-7.927
15.794,-5.592
15.827,-3.073
15.861,-0.463
15.894,2.24
15.927,4.987
15.961,7.552
15.994,10.53
16.027,10.83
16.061,13.16
16.094,14.47
16.294,13.87
16.328,13.05
16.361,10
16.394,9.544
16.46,2.927
16.494,0.109
16.527,-2.637
16.56,-5.318
16.594,-7.812
16.627,-10.08
16.66,-12.14
16.694,-12.46
16.727,-13.54
16.762,-14.32
16.794,-16.54
16.827,-16.45
16.862,-14.04
16.894,-13.17
16.927,-11.91
16.96,-12.05
16.994,-9.736
17.027,-7.378
17.062,-4.789
17.094,-2.02
17.127,1.781
17.16,4.461
17.194,7.025
17.227,9.498
17.26,11.65
17.293,12.68
17.327,14.15
17.36,15.2
17.394,14.83
17.427,14.97
17.46,14.86
17.493,14.44
17.527,14.47
17.56,13.02
17.593,10.32
17.627,10.32
17.661,6.933
17.693,4.438
17.728,1.232
17.761,-1.585
17.793,-4.698
17.827,-7.859
17.86,-10.19
17.893,-12.16
17.927,-13.88
17.96,-14.57
17.993,-14.25
18.027,-15.8
18.06,-15.89
18.093,-15.51
18.127,-13.79
18.16,-14.27
18.193,-12.71
18.226,-10.61
18.26,-8.408
18.294,-4.675
18.327,-2.798
18.36,-0.165
18.393,2.469
18.426,5.124
18.46,7.712
18.493,11.53
18.526,11.88
18.56,12.73
18.593,13.44
18.626,15.93
18.66,16.83
18.693,17.19
18.726,16.16
18.76,15.06
18.793,13.82
18.826,12.68
18.86,10.67
18.893,7.596
18.926,4.781
18.96,1.873
18.993,-0.737
19.026,-3.667
19.059,-6.37
19.093,-8.683
19.126,-10.79
19.159,-12.6
19.193,-14.13
19.226,-15.32
19.259,-15.87
19.293,-14.41
19.326,-14.22
19.359,-15.48
19.393,-14.52
19.426,-13.1
19.459,-11.32
19.493,-9.253
19.526,-6.965
19.559,-4.31
19.593,-1.653
19.626,1.094
19.659,3.728
19.693,5.995
19.726,8.263
19.759,11.81
19.793,12.29
19.826,13.28
19.859,14.26
19.893,15.38
19.926,15.52
19.959,15.18
19.992,14.47
20.026,13.23
20.059,11.97
20.092,9.911
20.126,7.666
20.159,5.56
20.192,3.065
20.226,0.408
20.259,-1.928
20.292,-5.271
20.326,-7.699
20.359,-9.782
20.392,-11.73
20.426,-13.24
20.459,-14.32
20.492,-13.95
20.525,-15.44
20.559,-15.3
20.592,-14.93
20.626,-14.73
20.659,-13.33
20.692,-11.52
20.725,-9.071
20.759,-6.623
20.792,-3.851
20.825,-1.631
20.859,0.843
20.892,3.477
20.925,6.018
20.959,8.238
20.992,9.842
21.025,12.06
21.059,13.48
21.092,14.79
21.125,15.5
21.159,15.5
21.192,16.07
21.225,14.58
21.259,13.53
21.292,12.7
21.325,11.81
21.359,9.977
21.392,6.086
21.425,3.865
21.458,0.981
21.525,-3.531
21.559,-6.53
21.592,-8.958
21.625,-9.485
21.658,-11.18
21.692,-14.32
21.725,-15.39
21.758,-15.48
21.792,-15.69
21.825,-15.62
21.858,-12.94
21.892,-13.77
21.925,-11.89
21.958,-10.08
21.992,-7.699
22.026,-4.561
22.058,-2.569
22.092,-0.119
22.125,2.949
22.158,5.308
22.191,6.957
22.258,11.4
22.292,12.89
22.325,14.12
22.358,15.06
22.391,14.9
22.425,14.97
22.458,15.36
22.492,13.76
22.525,12.41
22.558,10.83
22.592,10.39
22.625,7.438
22.692,3.109
22.725,-0.462
22.758,-3.439
22.825,-8.225
22.858,-10.49
22.891,-12.21
22.925,-13.79
22.958,-14.29
22.991,-13.67
23.025,-14.11
23.058,-14.59
23.091,-14.73
23.125,-12.62
23.158,-11.52
23.191,-10.06
23.225,-7.332
23.258,-6.119
23.291,-3.829
23.325,-1.447
23.358,0.98
23.391,3.407
23.424,5.857
23.458,8.239
23.491,10.3
23.524,11.81
23.558,12.98
23.591,14.47
23.625,15.95
23.658,16.46
23.691,15.68
23.724,15.7
23.758,14.22
23.791,11.56
23.824,11.22
23.858,8.101
23.891,5.468
23.924,2.537
23.958,-0.119
23.991,-1.402
24.025,-5.019
24.058,-6.713
24.091,-9.094
24.126,-11.06
24.157,-12.74
24.191,-13.7
24.224,-13.1
24.257,-13.29
24.291,-13.1
24.324,-12.85
24.357,-13.81
24.391,-12.78
24.424,-11.04
24.457,-8.477
24.491,-6.416
24.526,-4.402
24.558,-1.836
24.591,1.232
24.624,2.835
24.691,8.353
24.724,11.47
24.757,11.88
24.791,13.34
24.824,14.74
24.857,16.07
24.891,16.64
24.924,15.91
24.957,15.15
24.99,13.94
25.024,12.27
25.057,10.62
25.091,8.102
25.124,5.696
25.157,2.929
25.191,0.546
25.224,-2.133
25.257,-3.439
25.291,-6.142
25.324,-7.263
25.357,-9.187
25.391,-12.57
25.424,-13.81
25.457,-14.59
25.49,-14.27
25.524,-14.34
25.557,-14.59
25.59,-13.72
25.624,-11.8
25.657,-10.76
25.69,-9.346
25.724,-7.538
25.757,-5.523
25.79,-3.233
25.824,-0.803
25.857,1.736
25.89,4.049
25.923,6.521
25.957,10.23
25.99,11.79
26.024,12.06
26.057,13.85
26.09,13.8
26.123,14.17
26.157,14.14
26.19,13.73
26.223,12.96
26.257,13.96
26.29,11.95
26.323,10
26.357,7.093
26.39,4.231
26.423,1.392
26.457,-1.149
26.49,-3.897
26.523,-6.392
26.557,-8.501
26.59,-10.31
26.623,-10.58
26.657,-12.57
26.69,-13.78
26.723,-12.51
26.757,-13.95
26.79,-14.16
26.823,-13.81
26.856,-13.04
26.89,-11.89
26.923,-9.668
26.956,-7.538
26.99,-5.432
27.023,-2.844
27.056,-0.853
27.09,1.208
27.123,3.411
27.156,5.628
27.19,7.875
27.223,9.751
27.256,11.42
27.29,13.05
27.323,14.08
27.356,14.47
27.39,15.43
27.423,15.02
27.456,14.28
27.49,11.99
27.523,10.51
27.556,11.22
27.623,4.827
27.656,2.949
27.69,0.156
27.723,-2.204
27.756,-4.883
27.79,-7.33
27.823,-9.506
27.856,-11.25
27.889,-10.61
27.923,-13.19
27.956,-12.28
27.989,-12.92
28.023,-12.78
28.056,-12.71
28.089,-12.92
28.123,-11
28.156,-10.1
28.189,-8.866
28.223,-6.897
28.256,-4.584
28.289,-2.066
28.322,0.957
28.356,3.796
28.389,6.567
28.423,8.216
28.456,9.887
28.489,11.6
28.522,12.64
28.556,13.6
28.589,13.83
28.622,13.8
28.656,15.43
28.689,13.05
28.722,12.66
28.756,11.56
28.789,10.18
28.822,8.079
28.856,6.338
28.889,3.865
28.922,0.522
28.956,-2.042
28.989,-3.713
29.022,-5.546
29.056,-7.652
29.089,-9.256
29.123,-11.16
29.156,-12.35
29.189,-13.13
29.222,-12.16
29.255,-12
29.289,-13.65
29.322,-12.67
29.355,-11.77
29.389,-11.07
29.423,-8.821
29.455,-6.941
29.489,-5.774
29.522,-3.462
29.555,-0.806
29.589,1.644
29.622,4.735
29.655,6.681
29.689,9.957
29.722,11.49
29.755,11.6
29.789,12.7
29.822,13.3
29.855,14.08
29.889,15.54
29.922,14.01
29.955,13.64
29.989,12.84
30.022,11.15
30.055,10.02
30.089,6.842
30.122,4.14
30.155,2.811
30.19,-0.714
30.222,-2.867
30.255,-5.112
30.288,-7.15
30.322,-8.888
30.355,-10.03
30.388,-10.4
30.422,-11.16
30.455,-12.76
30.488,-11.93
30.522,-11.84
30.555,-12.69
30.588,-12.05
30.622,-10.9
30.655,-9.302
30.688,-7.47
30.722,-5.502
30.755,-3.371
30.788,-1.516
30.822,0.615
30.855,4.071
30.888,6.521
30.922,8.628
30.955,11.47
30.988,10.78
31.021,13.09
31.056,15.2
31.088,14.77
31.122,14.88
31.155,13.89
31.188,14.38
31.222,11.7
31.256,10.55
31.288,8.719
31.321,6.498
31.355,4.299
31.388,2.125
31.422,-7.13E-02
31.455,-2.158
31.489,-4.172
31.521,-6.232
31.556,-7.767
31.621,-10.93
31.655,-12.23
31.688,-13.47
31.721,-13.81
31.755,-13.84
31.788,-11.27
31.821,-12.78
31.855,-9.942
31.888,-10.15
31.921,-8.27
31.988,-3.874
32.021,-2.57
32.055,0.683
32.088,2.033
32.121,4.689
32.154,6.705
32.19,8.995
32.221,11.58
32.254,12.15
32.29,13.48
32.321,14.4
32.355,14.81
32.388,14.7
32.421,14.92
32.454,13.64
32.488,12.43
32.521,11.51
32.554,7.895
32.588,6.269
32.621,4.071
32.654,1.873
32.688,-1.445
32.721,-3.669
32.754,-5.317
32.788,-7.309
32.821,-9.348
32.855,-10.79
32.887,-11.96
32.921,-12.69
32.954,-13.07
32.987,-13.03
33.021,-12.92
33.054,-12.12
33.087,-11.68
33.121,-10.84
33.154,-9.277
33.187,-7.376
33.221,-5.295
33.254,-2.96
33.287,-0.438
33.321,1.644
33.354,4.438
33.387,6.956
33.421,9.544
33.454,11.26
33.487,13.05
33.521,12.66
33.554,12.91
33.587,13.25
33.621,13.37
33.654,13.21
33.687,12.52
33.721,10.96
33.754,11.63
33.787,9.912
33.82,6.247
33.854,4.072
33.887,1.69
33.92,-0.714
33.954,-2.775
33.987,-4.744
34.02,-6.851
34.054,-8.865
34.087,-9.255
34.12,-10.26
34.154,-12.16
34.187,-11.48
34.22,-12.94
34.254,-13.4
34.287,-10.98
34.32,-10.35
34.354,-11.02
34.387,-9.439
34.42,-7.582
34.454,-5.589
34.487,-3.369
34.52,-0.944
34.554,1.577
34.587,3.75
34.62,6.59
34.653,8.949
34.687,10.76
34.72,12.45
34.753,13.73
34.787,13.3
34.82,14.44
