t,x
19.505,-7.349
19.538,-8.778
19.572,-10.89
19.605,-12.08
19.638,-12.67
19.672,-13.18
19.705,-11.92
19.738,-11.92
19.771,-11.55
19.805,-10.78
19.838,-9.767
19.872,-8.228
19.905,-5.437
19.938,-3.588
19.972,-1.476
20.005,0.744
20.038,2.943
20.071,5.143
20.105,7.078
20.138,8.376
20.171,10.25
20.205,11.61
20.238,12.55
20.271,11.15
20.305,12.51
20.338,12.86
20.371,11.78
20.405,10.97
20.438,9.475
20.471,7.804
20.505,6.243
20.538,6.33
20.571,4.153
20.605,2.066
20.638,-4.28E-03
20.671,-2.533
20.704,-4.995
20.738,-6.908
20.771,-8.799
20.804,-8.755
20.841,-10.58
20.871,-11.33
20.904,-11.81
20.938,-11.79
20.971,-11.77
21.004,-13.04
21.038,-10.07
21.071,-9.219
21.104,-7.987
21.138,-6.381
21.171,-4.884
21.204,-2.931
21.238,-0.795
21.271,1.667
21.304,4.374
21.338,6.703
21.371,8.509
21.404,8.287
21.438,9.517
21.471,10.6
21.504,11.28
21.537,11.74
21.637,12
21.671,10.97
21.705,9.541
21.738,7.87
21.771,5.999
21.805,4.571
21.871,0.833
21.904,-1.5
21.937,-3.479
21.971,-5.28
22.004,-9.151
22.037,-8.69
22.071,-9.769
22.105,-12.63
22.137,-13.29
22.171,-13.51
22.204,-13.35
22.237,-12.87
22.271,-12.14
22.304,-11.04
22.337,-8.292
22.37,-6.819
22.404,-5.038
22.437,-3.302
22.47,-0.685
22.504,1.998
22.537,4.153
22.57,6.066
22.604,6.243
22.637,7.782
22.67,9.167
22.704,10.24
22.739,11.04
22.77,11.58
22.804,11.54
22.871,12.29
22.904,11.34
22.937,10.09
22.971,8.594
23.004,6.705
23.037,4.659
23.07,2.46
23.104,0.151
23.137,-2.115
23.17,-3.456
23.204,-6.359
23.237,-6.424
23.27,-8.03
23.304,-9.217
23.337,-11
23.37,-11.55
23.403,-11.86
23.437,-11.88
23.47,-11.31
23.504,-10.63
23.537,-9.46
23.57,-10.19
23.603,-6.887
23.637,-5.083
23.67,-3.083
23.703,-1.059
23.737,1.119
23.77,3.208
23.803,5.252
23.837,7.212
23.87,8.904
23.903,10.4
23.937,10.79
23.97,11.59
24.003,11.08
24.037,11.37
24.07,11.21
24.103,11.45
24.136,11.52
24.17,10.33
24.203,7.781
24.236,7.055
24.27,5.252
24.303,3.824
24.336,1.713
24.37,-0.399
24.403,-2.51
24.436,-4.576
24.47,-6.271
24.503,-7.874
24.536,-9.153
24.57,-11.77
24.603,-12.47
24.636,-12.85
24.67,-12.94
24.703,-12.74
24.736,-12.19
24.803,-8.713
24.836,-7.042
24.869,-5.48
24.903,-3.545
24.936,-1.438
24.969,0.701
25.003,2.837
25.036,4.855
25.07,6.769
25.103,8.551
25.136,10.09
25.17,11.28
25.203,12.16
25.236,12.51
25.269,12.73
25.303,12.73
25.336,12.22
25.369,11.65
25.403,10.4
25.436,9.08
25.469,7.473
25.503,5.715
25.536,3.822
25.569,1.776
25.603,-0.289
25.636,-2.335
25.669,-4.29
25.703,-6.076
25.736,-7.674
25.769,-9.042
25.803,-10.63
25.836,-11.4
25.869,-11.86
25.902,-12.01
25.936,-11.83
25.969,-11.29
26.002,-10.43
26.036,-9.065
26.069,-7.609
26.102,-5.898
26.136,-4.007
26.169,-2.074
26.203,8.42E-02
26.236,2.244
26.269,4.346
26.302,6.378
26.336,8.11
26.369,9.674
26.402,10.96
26.436,11.74
26.469,12.31
26.569,12.53
26.602,11.78
26.635,10.86
26.669,9.605
26.702,8.047
26.735,6.241
26.769,4.311
26.802,2.374
26.835,0.325
26.869,-1.788
26.902,-3.782
26.935,-5.612
26.969,-7.258
27.002,-8.538
27.035,-11.15
27.069,-12.12
27.102,-12.65
27.135,-12.72
27.169,-12.65
27.202,-12.21
27.235,-11.48
27.269,-8.824
27.302,-7.396
27.335,-5.765
27.369,-3.896
27.402,-1.874
27.435,0.194
27.468,1.777
27.502,3.646
27.535,5.561
27.568,7.387
27.602,9.364
27.635,10.38
27.668,11.59
27.702,11.39
27.735,10.84
27.768,11.01
27.802,10.68
27.835,10.09
27.868,10.35
27.902,9.848
27.935,8.266
27.968,6.441
28.002,4.527
28.035,2.526
28.069,0.459
28.102,-1.587
28.135,-3.589
28.168,-5.414
28.202,-7.151
28.235,-8.47
28.268,-9.548
28.301,-10.36
28.335,-12.69
28.368,-11.57
28.401,-11.64
28.435,-11.31
28.468,-10.52
28.501,-9.483
28.535,-8.954
28.568,-7.129
28.601,-5.347
28.635,-3.412
28.668,-1.147
28.701,1.118
28.735,3.405
28.768,5.384
28.802,7.231
28.835,8.814
28.868,10.11
28.902,11.17
28.935,11.98
28.968,10.99
29.001,11.19
29.035,10.82
29.068,10.29
29.101,9.607
29.135,8.463
29.168,8.926
29.201,7.145
29.234,5.539
29.268,3.295
29.303,1.36
29.334,-0.972
29.368,-3.787
29.401,-5.613
29.434,-7.26
29.468,-7.986
29.501,-9.154
29.534,-10.25
29.568,-12.37
29.601,-13.11
29.634,-13.13
29.668,-12.89
29.701,-12.06
29.734,-9.106
29.768,-7.899
29.801,-8.295
29.834,-6.469
29.934,1.318
29.968,2.657
30.004,4.351
30.035,6.265
30.068,8.045
30.102,9.652
30.134,10.8
30.167,11.59
